name,copies,lists,status,oracle_first_80
"Ral, Izzet Viceroy",3,3,partial,"+1: Look at the top two cards of your library. Put one of them into your hand an"
"Candela, Aegis of Adagia",3,3,partial,"Flash When Candela enters, return up to one target creature you control to its o"
"Phantasmal Extraction",3,3,partial,"If you weren't the starting player, this spell costs {1} less to cast. Target op"
"March Toward Perfection",3,3,partial,"You get a one-time boon with ""When you cast a Phyrexian creature spell, that cre"
"Warriors of Tiamat",3,3,partial,"Haste, double team (When this creature attacks, conjure a duplicate into your ha"
"High Fae Prankster",3,3,partial,"Flying, deathtouch When High Fae Prankster enters, choose up to one — • Perpetua"
"Hexgold Halberd",3,3,partial,"For Mirrodin! (When this Equipment enters, create a 2/2 red Rebel creature token"
"Dalkovan Outrider",3,3,partial,"Mobilize 2 Whenever you sacrifice a permanent, the topmost creature card in your"
"Gornog, the Red Reaper",3,3,partial,"Haste Cowards can't block Warriors. Whenever one or more Warriors you control at"
"Summitfest Closing Ceremony",3,3,partial,"Starting intensity 3 Covercast — Whenever you cast another instant or sorcery sp"
"Snarlfang Vermin",3,3,partial,"Whenever Snarlfang Vermin deals combat damage to a creature, if that creature is"
"Crude Abattoir // Unsavory Kitchen",3,3,partial,"When you unlock this door, this Room deals 2 damage to target creature. // Whene"
"Scalesoul Gnome",3,3,partial,"Trample, Haste Whenever Scalesoul Gnome deals combat damage to a player, discove"
"Tectonic Rift",3,3,partial,"Destroy target land. Creatures without flying can't block this turn."
"Mischievous Lookout",3,3,partial,"Once during each of your turns, you may cast a noncreature, non-Aura permanent s"
"Bill the Pony",3,3,partial,"When Bill the Pony enters, create two Food tokens. (They're artifacts with ""{2},"
"Davriel's Withering",3,3,partial,"Target creature an opponent controls perpetually gets -1/-2."
"Exdeath, Void Warlock // Neo Exdeath, Dimension's End",3,3,partial,"When Exdeath enters, you gain 3 life. At the beginning of your end step, if ther"
"Gutmorn, Pactbound Servant",3,3,partial,"Flying, deathtouch When Gutmorn, Pactbound Servant enters the battlefield, each "
"The Grand Goatnapper",3,3,partial,"Spells you cast have affinity for Goats. {T}: Another target non-Goat creature p"
"Goblin Trapfinder",3,3,partial,"When this creature dies, seek a creature card with mana value 3 or less. That ca"
"Valiant Emberkin",3,3,partial,"Haste Whenever this creature enters or attacks, target creature you control perp"
"Begin Anew",3,3,partial,"Destroy all creatures. Creature cards in your hand perpetually get +1/+1."
"Metalhead",3,3,partial,"When Metalhead enters, return up to one other target artifact or creature to its"
"Return to the Sewers",3,3,partial,"Target creature's owner puts it on their choice of the top or bottom of their li"
"Arming Gala",3,3,partial,"At the beginning of your end step, creatures you control and creature cards in y"
"Concealing Curtains // Revealing Eye",3,3,partial,"Defender {2}{B}: Transform this creature. Activate only as a sorcery. // Menace "
"Awestruck Cygnet",3,3,partial,"Starting intensity 0 Whenever another creature you control with flying enters, i"
"A-Elven Bow",3,3,partial,"When Elven Bow enters, you may pay {1}. If you do, create a 1/1 green Elf Warrio"
"Boareskyr Tollkeeper",3,3,partial,"When this creature enters, target opponent reveals all creature and land cards i"
"Heightened Reflexes",3,3,partial,"Target creature gets +1/+0 until end of turn. Put a first strike counter on it."
"Klement, Novice Acolyte",3,3,partial,"Specialize {2} When Klement, Novice Acolyte enters, creature cards in your hand "
"Dregs of Sorrow",2,2,partial,"Destroy X target nonblack creatures. Draw X cards."
"Mind Roots",2,2,partial,"Target player discards two cards. Put up to one land card discarded this way ont"
"Biorhythm",2,2,partial,"Each player's life total becomes the number of creatures they control."
"Silence the Believers",2,2,partial,"Strive — This spell costs {2}{B} more to cast for each target beyond the first. "
"Sylvia Brightspear",2,2,partial,"Partner with Khorvath Brightflame (When this creature enters, target player may "
"Cosmic Spider-Man",2,2,partial,"Flying, first strike, trample, lifelink, haste At the beginning of combat on you"
"Darigaaz Reincarnated",2,2,partial,"Flying, trample, haste If Darigaaz would die, instead exile it with three egg co"
"Kilnmouth Dragon",2,2,partial,"Amplify 3 (As this creature enters, put three +1/+1 counters on it for each Drag"
"Kalitas, Bloodchief of Ghet",2,2,partial,"{B}{B}{B}, {T}: Destroy target creature. If that creature dies this way, create "
"Mephidross Vampire",2,2,partial,"Flying Each creature you control is a Vampire in addition to its other creature "
"Voldaren Pariah // Abolisher of Bloodlines",2,2,partial,"Flying Sacrifice three other creatures: Transform this creature. Madness {B}{B}{"
"Feast of Blood",2,2,partial,"Cast this spell only if you control two or more Vampires. Destroy target creatur"
"Rod of Absorption",2,2,partial,"Whenever a player casts an instant or sorcery spell, exile it instead of putting"
"Expressive Firedancer",2,2,partial,"Opus — Whenever you cast an instant or sorcery spell, this creature gets +1/+1 u"
"Stop Cold",2,2,partial,"Flash Enchant artifact or creature When this Aura enters, tap enchanted permanen"
"Flame Discharge",2,2,partial,"Flame Discharge deals X damage to target creature or planeswalker. If you contro"
"Battle Plan",2,2,partial,"At the beginning of combat on your turn, target creature you control gets +2/+0 "
"Hobgoblin Captain",2,2,partial,"Pack tactics — Whenever this creature attacks, if you attacked with creatures wi"
"Goblin Guide",2,2,partial,"Haste Whenever this creature attacks, defending player reveals the top card of t"
"Warren Torchmaster",2,2,partial,"At the beginning of combat on your turn, you may blight 1. When you do, target c"
"Curse of the Nightly Hunt",2,2,partial,"Enchant player Creatures enchanted player controls attack each combat if able."
"Goblin Lookout",2,2,partial,"{T}, Sacrifice a Goblin: Goblin creatures get +2/+0 until end of turn."
"Hellraiser Goblin",2,2,partial,"Creatures you control have haste and attack each combat if able."
"Great Goblin, Foul-Hearted",2,2,partial,"Whenever Great Goblin enters or attacks, amass Goblins 3. (Put three +1/+1 count"
"Wake the Dragon",2,2,partial,"Create a 6/6 black and red Dragon creature token with flying, menace, and ""Whene"
"Riftsweeper",2,2,partial,"When this creature enters, choose target face-up exiled card. Its owner shuffles"
"Gilt-Leaf Archdruid",2,2,partial,"Whenever you cast a Druid spell, you may draw a card. Tap seven untapped Druids "
"Slogurk, the Overslime",2,2,partial,"Trample Whenever a land card is put into your graveyard from anywhere, put a +1/"
"Wail of the Forgotten",2,2,partial,"Descend 8 — Choose one. If there are eight or more permanent cards in your grave"
"Wretched Confluence",2,2,partial,"Choose three. You may choose the same mode more than once. • Target player draws"
"Chancellor of the Tangle",2,2,partial,"You may reveal this card from your opening hand. If you do, at the beginning of "
"Tax Collector",2,2,partial,"When this creature enters, choose one — • Tax — Until your next turn, spells you"
"Waking the Trolls",2,2,partial,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice aft"
"Portal Manipulator",2,2,partial,"Flash When this creature enters during the declare attackers step, choose target"
"Reset",2,2,partial,"Cast this spell only during an opponent's turn after their upkeep step. Untap al"
"Barret Wallace",2,2,partial,"Reach Whenever Barret Wallace attacks, it deals damage equal to the number of eq"
"Stangg, Echo Warrior",2,2,partial,"Whenever Stangg attacks, create Stangg Twin, a legendary 3/4 red and green Human"
"Hill Gigas",2,2,partial,"Trample, haste Mountaincycling {2} ({2}, Discard this card: Search your library "
"Random Encounter",2,2,partial,"Shuffle your library, then mill four cards. Put each creature card milled this w"
"Disturbed Slumber",2,2,partial,"Until end of turn, target land you control becomes a 4/4 Dinosaur creature with "
"Tyranid Prime",2,2,partial,"Evolve (Whenever a creature you control enters, if that creature has greater pow"
"Ashiok, Nightmare Weaver",2,2,partial,"+2: Exile the top three cards of target opponent's library. −X: Put a creature c"
"Gideon, Champion of Justice",2,2,partial,"+1: Put a loyalty counter on Gideon for each creature target opponent controls. "
"Deluge Virtuoso",2,2,partial,"When this creature enters, tap target creature an opponent controls and put a st"
"Vraska the Unseen",2,2,partial,"+1: Until your next turn, whenever a creature deals combat damage to Vraska, des"
"Ancient Excavation",2,2,partial,"Draw cards equal to the number of cards in your hand, then discard a card for ea"
"Duneblast",2,2,partial,"Choose up to one creature. Destroy the rest."
"Migratory Route",2,2,partial,"Create four 1/1 white Bird creature tokens with flying. Basic landcycling {2} ({"
"Necroplasm",2,2,partial,"At the beginning of your upkeep, put a +1/+1 counter on this creature. At the be"
"Sublime Exhalation",2,2,partial,"Undaunted (This spell costs {1} less to cast for each opponent.) Destroy all cre"
"Sylvan Reclamation",2,2,partial,"Exile up to two target artifacts and/or enchantments. Basic landcycling {2} ({2}"
"Brine Elemental",2,2,partial,"Morph {5}{U}{U} (You may cast this card face down as a 2/2 creature for {3}. Tur"
"Basandra, Battle Seraph",2,2,partial,"Flying Players can't cast spells during combat. {R}: Target creature attacks thi"
"Bathe in Light",2,2,partial,"Radiance — Choose a color. Target creature and each other creature that shares a"
"Feather, the Redeemed",2,2,partial,"Flying Whenever you cast an instant or sorcery spell that targets a creature you"
"Liesa, Shroud of Dusk",2,2,partial,"Rather than pay {2} for each previous time you've cast this spell from the comma"
"Prison Term",2,2,partial,"Enchant creature Enchanted creature can't attack or block, and its activated abi"
"Pestilent Cauldron // Restorative Burst",2,2,partial,"{T}, Discard a card: Create a 1/1 black and green Pest creature token with ""When"
"Sproutback Trudge",2,2,partial,"This spell costs {X} less to cast, where X is the amount of life you gained this"
"Verrak, Warped Sengir",2,2,partial,"Flying, deathtouch, lifelink Whenever you activate an ability that isn't a mana "
"The Cyber-Controller",2,2,partial,"When The Cyber-Controller enters, each opponent mills X cards. Put all creature "
"Contagion",2,2,partial,"You may pay 1 life and exile a black card from your hand rather than pay this sp"
"Bond of Insight",2,2,partial,"Each player mills four cards. Return up to two instant and/or sorcery cards from"
"Duskmantle Guildmage",2,2,partial,"{1}{U}{B}: Whenever a card is put into an opponent's graveyard from anywhere thi"
"Mirror Strike",2,2,partial,"All combat damage that would be dealt to you this turn by target unblocked creat"
"Emancipation Angel",2,2,partial,"Flying When this creature enters, return a permanent you control to its owner's "
"Synthesis Pod",2,2,partial,"({U/P} can be paid with either {U} or 2 life.) {1}{U/P}, {T}, Exile a spell you "
"Memories Returning",2,2,partial,"Reveal the top five cards of your library. Put one of them into your hand. Then "
"Nekusar, the Mindrazer",2,2,partial,"At the beginning of each player's draw step, that player draws an additional car"
"Vow of Flight",2,2,partial,"Enchant creature Enchanted creature gets +2/+2, has flying, and can't attack you"
"Sakiko, Mother of Summer",2,2,partial,"Whenever a creature you control deals combat damage to a player, add that much {"
"Bontu the Glorified",2,2,partial,"Menace, indestructible Bontu can't attack or block unless a creature died under "
"Atrocious Experiment",2,2,partial,"Target player mills two cards, draws two cards, and loses 2 life. (To mill a car"
